Date;Year;Quarter;Month;Index;Appr. ;Seq. no.;Haul;Validity (haul);Station name;Subsample;Processing;Grade;Sex;Subdivision;Rect.;ICES;Lat.;Lon.;Depth;Duration;Dist.;Doorspread;Opening;Headropedepth;Swept area (km²)/h;Kg/hour;Tot No./hour;Lengthcl;Mean weight;No./hour
1979-03-27;1979;1;3;SEPI.1979.38;Final;31;38;V;SYD TRELLEBORG;;;;;24;3958;39G3;5512.6;1311;40;60;3.2;;;;;;;;;
1979-03-28;1979;1;3;SEPI.1979.39;Final;32;39;V;Y18 (W RÖNNE);0;0;9;;24;3958;39G3;5501;1356;49;60;3.6;;;;;0.4;45;80;;6
1979-03-28;1979;1;3;SEPI.1979.39;Final;32;39;V;Y18 (W RÖNNE);0;0;9;;24;3958;39G3;5501;1356;49;60;3.6;;;;;0.4;45;85;;12
1979-03-28;1979;1;3;SEPI.1979.39;Final;32;39;V;Y18 (W RÖNNE);0;0;9;;24;3958;39G3;5501;1356;49;60;3.6;;;;;0.4;45;90;;3
1979-03-28;1979;1;3;SEPI.1979.39;Final;32;39;V;Y18 (W RÖNNE);0;0;9;;24;3958;39G3;5501;1356;49;60;3.6;;;;;0.4;45;100;;6
1979-03-28;1979;1;3;SEPI.1979.39;Final;32;39;V;Y18 (W RÖNNE);0;0;9;;24;3958;39G3;5501;1356;49;60;3.6;;;;;0.4;45;110;;3
1979-03-28;1979;1;3;SEPI.1979.39;Final;32;39;V;Y18 (W RÖNNE);0;0;9;;24;3958;39G3;5501;1356;49;60;3.6;;;;;0.4;45;115;;3
1979-03-28;1979;1;3;SEPI.1979.39;Final;32;39;V;Y18 (W RÖNNE);0;0;9;;24;3958;39G3;5501;1356;49;60;3.6;;;;;0.4;45;125;;6
1979-03-28;1979;1;3;SEPI.1979.39;Final;32;39;V;Y18 (W RÖNNE);0;0;9;;24;3958;39G3;5501;1356;49;60;3.6;;;;;0.4;45;145;;3
1979-03-28;1979;1;3;SEPI.1979.39;Final;32;39;V;Y18 (W RÖNNE);0;0;9;;24;3958;39G3;5501;1356;49;60;3.6;;;;;0.4;45;150;;3
1979-03-28;1979;1;3;SEPI.1979.40;Final;33;40;V;Y18 (WRÖNNE);0;0;9;;24;3859;38G4;5455.6;1401.2;49;60;3.4;;;;;2.6;338;75;;26
1979-03-28;1979;1;3;SEPI.1979.40;Final;33;40;V;Y18 (WRÖNNE);0;0;9;;24;3859;38G4;5455.6;1401.2;49;60;3.4;;;;;2.6;338;80;;26
1979-03-28;1979;1;3;SEPI.1979.40;Final;33;40;V;Y18 (WRÖNNE);0;0;9;;24;3859;38G4;5455.6;1401.2;49;60;3.4;;;;;2.6;338;85;;52
1979-03-28;1979;1;3;SEPI.1979.40;Final;33;40;V;Y18 (WRÖNNE);0;0;9;;24;3859;38G4;5455.6;1401.2;49;60;3.4;;;;;2.6;338;90;;52
1979-03-28;1979;1;3;SEPI.1979.40;Final;33;40;V;Y18 (WRÖNNE);0;0;9;;24;3859;38G4;5455.6;1401.2;49;60;3.4;;;;;2.6;338;95;;52
1979-03-28;1979;1;3;SEPI.1979.40;Final;33;40;V;Y18 (WRÖNNE);0;0;9;;24;3859;38G4;5455.6;1401.2;49;60;3.4;;;;;2.6;338;110;;52
1979-03-28;1979;1;3;SEPI.1979.40;Final;33;40;V;Y18 (WRÖNNE);0;0;9;;24;3859;38G4;5455.6;1401.2;49;60;3.4;;;;;2.6;338;120;;26
1979-03-28;1979;1;3;SEPI.1979.40;Final;33;40;V;Y18 (WRÖNNE);0;0;9;;24;3859;38G4;5455.6;1401.2;49;60;3.4;;;;;2.6;338;125;;26
1979-03-28;1979;1;3;SEPI.1979.40;Final;33;40;V;Y18 (WRÖNNE);0;0;9;;24;3859;38G4;5455.6;1401.2;49;60;3.4;;;;;2.6;338;145;;26
1979-03-28;1979;1;3;SEPI.1979.41;Final;34;41;V;Y 15 (N ARKONA);0;0;9;;24;3858;38G3;5458;1315.6;48;45;2.3;;;;;0.667;56;95;;28
1979-03-28;1979;1;3;SEPI.1979.41;Final;34;41;V;Y 15 (N ARKONA);0;0;9;;24;3858;38G3;5458;1315.6;48;45;2.3;;;;;0.667;56;145;;28
1979-03-29;1979;1;3;SEPI.1979.42;Final;35;42;V;S 2 (SE SIMRISHAM);0;0;9;;24;3959;39G4;5526.5;1437.6;72;120;;;;;;1.65;139.5;100;;8
1979-03-29;1979;1;3;SEPI.1979.42;Final;35;42;V;S 2 (SE SIMRISHAM);0;0;9;;24;3959;39G4;5526.5;1437.6;72;120;;;;;;1.65;139.5;120;;8
1979-03-29;1979;1;3;SEPI.1979.42;Final;35;42;V;S 2 (SE SIMRISHAM);0;0;9;;24;3959;39G4;5526.5;1437.6;72;120;;;;;;1.65;139.5;125;;25
1979-03-29;1979;1;3;SEPI.1979.42;Final;35;42;V;S 2 (SE SIMRISHAM);0;0;9;;24;3959;39G4;5526.5;1437.6;72;120;;;;;;1.65;139.5;130;;33
1979-03-29;1979;1;3;SEPI.1979.42;Final;35;42;V;S 2 (SE SIMRISHAM);0;0;9;;24;3959;39G4;5526.5;1437.6;72;120;;;;;;1.65;139.5;135;;33
1979-03-29;1979;1;3;SEPI.1979.42;Final;35;42;V;S 2 (SE SIMRISHAM);0;0;9;;24;3959;39G4;5526.5;1437.6;72;120;;;;;;1.65;139.5;140;;8
1979-03-29;1979;1;3;SEPI.1979.42;Final;35;42;V;S 2 (SE SIMRISHAM);0;0;9;;24;3959;39G4;5526.5;1437.6;72;120;;;;;;1.65;139.5;145;;8
1979-03-29;1979;1;3;SEPI.1979.42;Final;35;42;V;S 2 (SE SIMRISHAM);0;0;9;;24;3959;39G4;5526.5;1437.6;72;120;;;;;;1.65;139.5;150;;16.5
1979-04-02;1979;2;4;SEPI.1979.43;Final;36;43;V;INNERTORPET (S KARLSKRONA);0;0;9;;25;4060;40G5;5559;1525;46;55;2.95;;;;;0.109;7.6;145;;7.6
1979-04-02;1979;2;4;SEPI.1979.48;Final;41;48;V;"SE NÄR ""90M DJ""";;;;;28;4363;43G8;5702.1;1851;92;60;2.8;;;;;;;;;
1979-04-03;1979;2;4;SEPI.1979.44;Final;37;44;V;"SE NÄR ""40M DJ""";0;0;9;;28;4363;43G8;5710.6;1848.5;47;45;2.3;;;;;0.133;9.3;130;;9.3
1979-04-03;1979;2;4;SEPI.1979.45;Final;38;45;V;"SE NÄR ""90M DJ""";;;;;28;4363;43G8;5704.3;1853.6;92;60;2.9;;;;;;;;;
1979-04-03;1979;2;4;SEPI.1979.46;Final;39;46;V;"SE NÄR ""90 M DJ""";;;;;28;4363;43G8;5702.3;1851;92;60;2.9;;;;;;;;;
1979-04-03;1979;2;4;SEPI.1979.47;Final;40;47;V;"SE NÄR ""90 M DJ""";;;;;28;4363;43G8;5704.3;1854;92;60;2.6;;;;;;;;;
1979-04-04;1979;2;4;SEPI.1979.49;Final;42;49;V;I U10 (SE UTKLIPPAN);0;0;9;;25;4061;40G6;5544.5;1603.5;68;90;;;;;;9;578;90;;38.7
1979-04-04;1979;2;4;SEPI.1979.49;Final;42;49;V;I U10 (SE UTKLIPPAN);0;0;9;;25;4061;40G6;5544.5;1603.5;68;90;;;;;;9;578;95;;51.3
1979-04-04;1979;2;4;SEPI.1979.49;Final;42;49;V;I U10 (SE UTKLIPPAN);0;0;9;;25;4061;40G6;5544.5;1603.5;68;90;;;;;;9;578;110;;12.7
1979-04-04;1979;2;4;SEPI.1979.49;Final;42;49;V;I U10 (SE UTKLIPPAN);0;0;9;;25;4061;40G6;5544.5;1603.5;68;90;;;;;;9;578;120;;38.7
1979-04-04;1979;2;4;SEPI.1979.49;Final;42;49;V;I U10 (SE UTKLIPPAN);0;0;9;;25;4061;40G6;5544.5;1603.5;68;90;;;;;;9;578;125;;64
1979-04-04;1979;2;4;SEPI.1979.49;Final;42;49;V;I U10 (SE UTKLIPPAN);0;0;9;;25;4061;40G6;5544.5;1603.5;68;90;;;;;;9;578;130;;180
1979-04-04;1979;2;4;SEPI.1979.49;Final;42;49;V;I U10 (SE UTKLIPPAN);0;0;9;;25;4061;40G6;5544.5;1603.5;68;90;;;;;;9;578;135;;51.3
1979-04-04;1979;2;4;SEPI.1979.49;Final;42;49;V;I U10 (SE UTKLIPPAN);0;0;9;;25;4061;40G6;5544.5;1603.5;68;90;;;;;;9;578;140;;102.7
1979-04-04;1979;2;4;SEPI.1979.49;Final;42;49;V;I U10 (SE UTKLIPPAN);0;0;9;;25;4061;40G6;5544.5;1603.5;68;90;;;;;;9;578;145;;26
1979-04-04;1979;2;4;SEPI.1979.49;Final;42;49;V;I U10 (SE UTKLIPPAN);0;0;9;;25;4061;40G6;5544.5;1603.5;68;90;;;;;;9;578;150;;12.7
1979-04-04;1979;2;4;SEPI.1979.50;Final;43;50;V;6 NE CHRISTIANSÖ (C12);0;0;9;;25;3960;39G5;5524.6;1519;90;60;2.8;;;;;2.5;176;75;;1
1979-04-04;1979;2;4;SEPI.1979.50;Final;43;50;V;6 NE CHRISTIANSÖ (C12);0;0;9;;25;3960;39G5;5524.6;1519;90;60;2.8;;;;;2.5;176;85;;4
1979-04-04;1979;2;4;SEPI.1979.50;Final;43;50;V;6 NE CHRISTIANSÖ (C12);0;0;9;;25;3960;39G5;5524.6;1519;90;60;2.8;;;;;2.5;176;90;;4
1979-04-04;1979;2;4;SEPI.1979.50;Final;43;50;V;6 NE CHRISTIANSÖ (C12);0;0;9;;25;3960;39G5;5524.6;1519;90;60;2.8;;;;;2.5;176;95;;9
1979-04-04;1979;2;4;SEPI.1979.50;Final;43;50;V;6 NE CHRISTIANSÖ (C12);0;0;9;;25;3960;39G5;5524.6;1519;90;60;2.8;;;;;2.5;176;100;;2
1979-04-04;1979;2;4;SEPI.1979.50;Final;43;50;V;6 NE CHRISTIANSÖ (C12);0;0;9;;25;3960;39G5;5524.6;1519;90;60;2.8;;;;;2.5;176;105;;1
1979-04-04;1979;2;4;SEPI.1979.50;Final;43;50;V;6 NE CHRISTIANSÖ (C12);0;0;9;;25;3960;39G5;5524.6;1519;90;60;2.8;;;;;2.5;176;110;;2
1979-04-04;1979;2;4;SEPI.1979.50;Final;43;50;V;6 NE CHRISTIANSÖ (C12);0;0;9;;25;3960;39G5;5524.6;1519;90;60;2.8;;;;;2.5;176;115;;3
1979-04-04;1979;2;4;SEPI.1979.50;Final;43;50;V;6 NE CHRISTIANSÖ (C12);0;0;9;;25;3960;39G5;5524.6;1519;90;60;2.8;;;;;2.5;176;120;;21
1979-04-04;1979;2;4;SEPI.1979.50;Final;43;50;V;6 NE CHRISTIANSÖ (C12);0;0;9;;25;3960;39G5;5524.6;1519;90;60;2.8;;;;;2.5;176;125;;34
1979-04-04;1979;2;4;SEPI.1979.50;Final;43;50;V;6 NE CHRISTIANSÖ (C12);0;0;9;;25;3960;39G5;5524.6;1519;90;60;2.8;;;;;2.5;176;130;;34
1979-04-04;1979;2;4;SEPI.1979.50;Final;43;50;V;6 NE CHRISTIANSÖ (C12);0;0;9;;25;3960;39G5;5524.6;1519;90;60;2.8;;;;;2.5;176;135;;21
1979-04-04;1979;2;4;SEPI.1979.50;Final;43;50;V;6 NE CHRISTIANSÖ (C12);0;0;9;;25;3960;39G5;5524.6;1519;90;60;2.8;;;;;2.5;176;140;;21
1979-04-04;1979;2;4;SEPI.1979.50;Final;43;50;V;6 NE CHRISTIANSÖ (C12);0;0;9;;25;3960;39G5;5524.6;1519;90;60;2.8;;;;;2.5;176;145;;12
1979-04-04;1979;2;4;SEPI.1979.50;Final;43;50;V;6 NE CHRISTIANSÖ (C12);0;0;9;;25;3960;39G5;5524.6;1519;90;60;2.8;;;;;2.5;176;150;;5
1979-04-04;1979;2;4;SEPI.1979.50;Final;43;50;V;6 NE CHRISTIANSÖ (C12);0;0;9;;25;3960;39G5;5524.6;1519;90;60;2.8;;;;;2.5;176;155;;1
1979-04-04;1979;2;4;SEPI.1979.50;Final;43;50;V;6 NE CHRISTIANSÖ (C12);0;0;9;;25;3960;39G5;5524.6;1519;90;60;2.8;;;;;2.5;176;160;;1
1979-04-05;1979;2;4;SEPI.1979.51;Final;44;51;V;Y17 (S YSTAD);0;0;9;;24;3958;39G3;5512.5;1334;44;60;3;;;;;0.2;12;100;;4
1979-04-05;1979;2;4;SEPI.1979.51;Final;44;51;V;Y17 (S YSTAD);0;0;9;;24;3958;39G3;5512.5;1334;44;60;3;;;;;0.2;12;130;;4
1979-04-05;1979;2;4;SEPI.1979.51;Final;44;51;V;Y17 (S YSTAD);0;0;9;;24;3958;39G3;5512.5;1334;44;60;3;;;;;0.2;12;140;;4
1979-04-05;1979;2;4;SEPI.1979.52;Final;45;52;V;S TBG;;;;;24;3958;39G3;5512.6;1317;42;60;3.2;;;;;;;;;
1979-12-04;1979;4;12;SEPI.1979.93;Final;46;93;V;INRE NÄR;;;;;28;4363;43G8;5710.7;1852;44;35;2.2;;;;;;;;;
1979-12-04;1979;4;12;SEPI.1979.94;Final;47;94;V;YTTRE NÄR;;;;;28;4363;43G8;5703.8;1853;82;55;3.5;;;;;;;;;
1979-12-06;1979;4;12;SEPI.1979.95;Final;48;95;V;INNERTORPET (SYD KA);0;0;9;;25;4060;40G5;5559;1525;44;45;2.7;;;;;0.933;56;90;;1.3
1979-12-06;1979;4;12;SEPI.1979.95;Final;48;95;V;INNERTORPET (SYD KA);0;0;9;;25;4060;40G5;5559;1525;44;45;2.7;;;;;0.933;56;100;;1.3
1979-12-06;1979;4;12;SEPI.1979.95;Final;48;95;V;INNERTORPET (SYD KA);0;0;9;;25;4060;40G5;5559;1525;44;45;2.7;;;;;0.933;56;115;;1.3
1979-12-06;1979;4;12;SEPI.1979.95;Final;48;95;V;INNERTORPET (SYD KA);0;0;9;;25;4060;40G5;5559;1525;44;45;2.7;;;;;0.933;56;120;;1.3
1979-12-06;1979;4;12;SEPI.1979.95;Final;48;95;V;INNERTORPET (SYD KA);0;0;9;;25;4060;40G5;5559;1525;44;45;2.7;;;;;0.933;56;125;;1.3
1979-12-06;1979;4;12;SEPI.1979.95;Final;48;95;V;INNERTORPET (SYD KA);0;0;9;;25;4060;40G5;5559;1525;44;45;2.7;;;;;0.933;56;130;;4
1979-12-06;1979;4;12;SEPI.1979.95;Final;48;95;V;INNERTORPET (SYD KA);0;0;9;;25;4060;40G5;5559;1525;44;45;2.7;;;;;0.933;56;135;;12
1979-12-06;1979;4;12;SEPI.1979.95;Final;48;95;V;INNERTORPET (SYD KA);0;0;9;;25;4060;40G5;5559;1525;44;45;2.7;;;;;0.933;56;140;;17.3
1979-12-06;1979;4;12;SEPI.1979.95;Final;48;95;V;INNERTORPET (SYD KA);0;0;9;;25;4060;40G5;5559;1525;44;45;2.7;;;;;0.933;56;145;;8
1979-12-06;1979;4;12;SEPI.1979.95;Final;48;95;V;INNERTORPET (SYD KA);0;0;9;;25;4060;40G5;5559;1525;44;45;2.7;;;;;0.933;56;150;;6.7
1979-12-06;1979;4;12;SEPI.1979.95;Final;48;95;V;INNERTORPET (SYD KA);0;0;9;;25;4060;40G5;5559;1525;44;45;2.7;;;;;0.933;56;155;;1.3
1979-12-07;1979;4;12;SEPI.1979.96;Final;49;96;V;S2 (SE SIMRISHAMN);0;0;9;;24;3959;39G4;5527.3;1447;69;60;3;;;;;0.1;4;130;;1
1979-12-07;1979;4;12;SEPI.1979.96;Final;49;96;V;S2 (SE SIMRISHAMN);0;0;9;;24;3959;39G4;5527.3;1447;69;60;3;;;;;0.1;4;135;;1
1979-12-07;1979;4;12;SEPI.1979.96;Final;49;96;V;S2 (SE SIMRISHAMN);0;0;9;;24;3959;39G4;5527.3;1447;69;60;3;;;;;0.1;4;140;;1
1979-12-07;1979;4;12;SEPI.1979.96;Final;49;96;V;S2 (SE SIMRISHAMN);0;0;9;;24;3959;39G4;5527.3;1447;69;60;3;;;;;0.1;4;145;;1
1979-12-08;1979;4;12;SEPI.1979.97;Final;50;97;V;Y17 (S YSTAD);0;0;9;;24;3958;39G3;5512.8;1338;45;60;2.7;;;;;1.2;60;85;;24
1979-12-08;1979;4;12;SEPI.1979.97;Final;50;97;V;Y17 (S YSTAD);0;0;9;;24;3958;39G3;5512.8;1338;45;60;2.7;;;;;1.2;60;150;;12
1979-12-08;1979;4;12;SEPI.1979.97;Final;50;97;V;Y17 (S YSTAD);0;0;9;;24;3958;39G3;5512.8;1338;45;60;2.7;;;;;1.2;60;155;;12
1979-12-08;1979;4;12;SEPI.1979.97;Final;50;97;V;Y17 (S YSTAD);0;0;9;;24;3958;39G3;5512.8;1338;45;60;2.7;;;;;1.2;60;160;;12
1979-12-08;1979;4;12;SEPI.1979.98;Final;51;98;V;Y17 (S YSTAD);0;0;9;;24;3958;39G3;5512.7;1332;45;60;3.8;;;;;0.5;25;145;;25
